DataField_Update_VerifyValidationListFor_Text,"Update MetaData: Verify Validation list for Text ","",
DataField_Update_Text_With_LengthValidation,"Update MetaData: Text With Length Validation","",
DataField_Update_Text_With_RexExValidation,"Update MetaData: Text With RexEx Validation","",
DataField_Update_Currency_With_RexExValidation,"Update MetaData: Currency With RexEx Validation","",
DataField_Update_Decimal_With_RexExValidation,"Update MetaData: TDecimalext With RexEx Validation","",
DataField_Update_Integer_With_RexExValidation,"Update MetaData: Integer With RexEx Validation","",
DataField_Update_Text_With_ListValidation,"Update MetaData: Text With List Validation","",
DataField_Update_List_With_ListValidation,"Update MetaData: List With List Validation","",
DataField_Update_LineItems_Add_DataField,"Update MetaData: Line Items Add Data Field","",
Importer_Create_Fax_Receive_For_All_Users,"Create new Importer: Fax - Receive All","",
Importer_Create_Fax_Receive_Only_For_User,"Create new Importer: Fax - Receive only user","",
Importer_InterFAX_Update_Change_Name,"Update existing InterFAX Importer Name","",
Importer_IMap_Update_Change_Name,"Update existing IMap Importer Name","",
Importer_Pop3_Update_Change_Name,"Update existing Pop3 Importer Name","",
Importer_InterFAX_Update_Change_Workflow,"Update existing InterFAX Importer Workflow","",
Importer_IMap_Update_Change_Workflow,"Update existing IMap Importer Workflow","",
Importer_Pop3_Update_Change_Workflow,"Update existing Pop3 Importer Workflow","",
Importer_InterFAX_Update_ReceiveAll_True,"Update existing InterFAX Importer: Receive All -> True","",
Importer_InterFAX_Update_ReceiveAll_False,"Update existing InterFAX Importer: Receive All -> False","",
